55.066999655,190.219930967,35.289913445,259.527339519,111.580133414,124.250709629,162.187092094,199.342555025,76.667650816,29.0282002,14.23344581  (84)
52.61458504,192.228293014,34.310247379,232.819443648,103.885259467,136.157599878,154.555794038,197.443536886,74.612880394,14.527295009,14.133392573 (180)
62.167625357,207.556269221,41.005552336,300.383435554,124.198432697,140.363287847,190.294580354,195.826317015,82.80738844,22.026859282,16.163267106  (168)

54.561968663,185.742700578,35.784076527,239.954951351,108.039206985,119.00131472,172.391912455,201.347614338,71.211637152,27.199676477,14.579453277 (90)
56.914518407,194.66459342,36.043396024,286.130980954,116.913743108,122.784985035,175.769295049,199.91696866,78.012945016,27.890450854,13.748700014 (84)
56.15447906,192.377432528,35.652380011,244.440490558,113.870202234,140.137731995,185.731339687,197.532808139,76.312233257,28.02649258,14.767689359 (84)
55.606695299,193.508061665,34.072825047,269.949188306,109.186502488,122.476887955,177.949558398,198.686642362,75.872247179,28.18617658,15.075627519 (84)
59.993278301,206.988501087,41.417794335,284.951357963,116.049939465,120.098499591,183.098879363,205.829124349,84.973661157,25.959616565,16.14187733 (100)
65.048254173,216.430042408,43.568647151,255.315411476,123.953607699,118.214557584,170.916982222,211.162090998,81.21805371,26.631334845,15.957017452 (100)
67.389522868,208.060543632,43.43951376,294.834624681,125.73672032,128.476754333,172.481313194,212.023879913,85.128348527,26.219306359,19.836007054 (100)

59.579920659,208.185746714,39.89893387,283.491686631,115.541384994,122.234378399,170.732874112,201.670890817,87.111567681,19.230726508,17.781615782 (150)
57.600167271,203.188852176,36.568925816,283.123227579,110.516618314,125.300974208,173.411479339,194.685997233,77.687652132,18.487335668,14.665061332 (150)
61.463919643,206.192957831,40.223583596,290.032082385,115.086585289,126.631217102,173.595563191,203.280154673,81.598370929,17.77386525,16.371439064 (150)
58.617069997,205.868279944,39.779017552,239.541924507,117.364009703,116.794922176,168.054491193,201.291367458,82.230111084,18.787286031,17.13549503 (150)

62.488323028,203.147721855,40.138757352,281.133240385,123.094217035,118.503898687,177.287645899,201.998073417,82.670026608,22.787247091,16.312445812 (168)
54.752880074,196.108145208,35.943461792,273.865082787,115.396506042,138.765902613,176.779594053,196.008574488,81.127174273,21.564808294,15.097049619 (168)
58.915728319,197.444241059,37.541205245,281.871385539,112.44881404,136.907899198,174.203925143,201.24000838,79.085148458,21.534172074,14.750566876 (168)

66.494729312,219.739964798,44.031732356,297.335245588,129.309207671,135.528842134,173.04809154,209.768345936,84.675775543,27.989611857,21.238194191 (200)
62.483707261,215.386081006,41.654452029,295.395081511,134.096025471,131.38455237,195.341293906,211.74619868,83.998918844,26.14551075,19.971568637 (200)
66.716696457,221.332987856,42.330810642,258.220909243,124.302391779,146.444002238,198.319988757,207.710176877,81.444836565,26.67043325,20.963326417 (200)
64.223351729,215.850235034,41.207660378,241.795995889,123.567734609,133.94973095,170.673681896,209.525467004,81.077705766,26.768446681,19.124762859 (200)

61.212479425,211.274411504,723.321872046,288.513212153,121.083684298,132.368272677,177.146085597,206.159001463,81.734814322,15.75361871,16.104132381 (180)
61.807943713,209.375883584,39.771543527,286.518181216,113.646365609,124.891843855,190.360664704,197.723488923,80.351365917,15.604178772,15.969552036 (180)
55.100750539,193.874363014,35.797369216,238.156272884,107.760763358,125.219883213,152.128150101,196.197033445,76.488111504,14.956414439,14.232854321 (180)

61.132772923,215.201875789,40.809481978,256.498881538,123.220214177,131.566492077,175.637039775,205.997697101,80.947556362,21.34903235,18.681852407 (252)
60.56755584,206.378235343,39.890742728,250.979479335,122.873746321,126.798930291,173.053394664,203.900700119,78.645220521,22.088797324,17.553064481 (252)
60.789285541,213.651490168,40.916229358,246.926137444,123.328619908,132.410191938,173.140671362,205.720194474,80.099247373,21.985978907,20.790084384 (252)
60.244652411,213.127813475,40.172753633,249.849543474,127.135653588,130.107719762,185.481611379,208.736744087,80.088084764,21.600111513,18.277096976 (252)


56.573544814,200.31630351,35.428459828,248.224361477,109.568014054,117.690675572,168.272305214,198.310739675,78.237830646,22.97662691,16.54472089 (120)
56.021351427,199.902933122,37.649841251,247.121946224,125.863672329,117.221476025,159.395458243,200.99332113,78.09399249,23.484971295,17.45444527 (120)
58.382917378,203.760460844,40.890343559,240.513035627,132.056450357,139.733101583,164.491897574,196.892034278,84.551083167,23.930214907,16.717145533 (120)
56.705381976,205.595221785,38.53517428,285.317741558,114.746429884,124.912093325,181.594239056,198.640186018,77.660058587,23.275359258,17.89846231 (120)


53.462243376,182.661967788,33.759679454,248.564857187,106.010495355,116.622741655,163.393122773,197.592636056,79.424798329,28.893321127,14.808165684
52.97926436,190.687968662,35.529060865,291.561171587,109.031028194,120.94737567,168.034546862,192.267548825,76.979323765,28.353574007,14.002684079
