106.633966239,211.593022743,37.086998568,2596.344071397,120.25629121,160.071026773,79.416597804,144.278903838,94.147873443
96.531737427,220.906059121,33.654272592,2715.135315936,129.372898315,166.971273569,108.705074518,144.40272225,89.870435999
94.39203828,216.159527407,32.772987682,2638.774714036,116.954459553,173.454105392,111.203876631,128.402137128,87.568755102
102.299459397,222.631169419,27.887477258,2577.948688557,125.857483681,182.062028026,81.904146251,136.052596362,91.323367608
110.538501392,223.534202946,29.202973677,2528.29876069,113.335723801,157.996642006,85.064353732,133.076427429,87.699556384

new
122.192181905,214.915905979,34.303636218,2511.817805374,134.888930982,154.318886302,85.918394549,133.250934339,88.352831162
103.110631238,208.028848996,33.478410252,2604.543022731,119.173216638,169.301794389,89.953888447,138.784274316,82.298801313
114.224715805,225.514608369,38.95150864,2585.302417874,113.205014027,176.806987445,103.964103215,153.925835141,99.258219558
110.256610808,212.972879214,36.181122707,2689.369117451,113.068913843,158.506474278,110.293676146,129.351013574,87.166764375
116.302899561,221.912333923,31.146846005,2482.72987345,116.133028526,200.326988053,81.375423917,146.71139565,90.989508469
