1 12.371936 11.5779769 11.49485 10.77906 11.6525958 12.172668
2 51.679 48.72684 44.7613 49.02493 42.92582 52.66947
3 8.378656 7.337117 8.593701 6.163667 8.474453 7.280225
4 245.907 361.9318401 250.2287 351.13168 269.6292 351.1826316
5 35.51807 36.23125 35.39739 37.62072 35.00335 29.98857
6 33.88485 29.19396 33.4197 29.77821 31.38057 26.13914
7 134.4821 129.6143 136.8478 123.5488 135.482 120.868
8 94.83406428 95.10670855 90.34317567 87.48762709 96.66930437 95.41989377
9 8.007219104 8.320634781 8.08531898 7.739730255 7.61576657 6.6378298
10 1.926404219 1.15987 1.896362961 1.155843 2.23817277 1.3250454
