19.167012518,152.104911484,7.663563023,2196.205165625,68.167931843,60.690896351,92.343732155,43.267720929,14.71153793
18.594333273,152.396186955,7.633152809,2295.736309043,70.632415618,66.841701946,79.096150702,42.797429585,15.196738154
18.690963813,151.012960869,6.372014919,2262.946917129,71.159649219,68.008555102,88.509481045,42.496579668,15.079914033
19.035563559,172.598181844,7.367767902,2578.122000107,79.391498471,65.251181301,88.87422544,41.154152291,17.020567272
18.904709919,156.381914425,6.26504697,2349.442083112,70.360037945,63.311582061,85.653714895,42.026969693,15.672848304

new
18.456480107,161.127466211,7.751572696,2713.920367239,68.154719648,64.9727443,90.958418154,41.740180135,14.889855534
18.922195449,150.188224026,6.169213409,2303.030813618,73.17937772,59.474436093,86.252721335,52.158158816,14.703824696
18.43788736,161.282151999,5.819638894,2476.392174515,66.114926622,62.630742116,82.319142239,43.298805618,14.869941628
19.075522558,147.251930801,6.230730715,2300.57764545,71.744734596,61.982901903,85.520875101,44.043411641,14.566309701
20.26437833,156.887468414,6.150580724,2133.766489653,68.889908789,61.529624992,86.086972057,45.313547243,25.742326464
