1 21.55719799 16.57154225 19.76418712 16.78012537 20.25499377 18.72580125
2 45.84431008 44.16115076 39.98877994 43.08862305 37.31593789 44.00097005
3 5.382383157 4.349309237 4.386697731 4.386032871 4.900586144 5.91746696
4 237.2728288 194.9844562 245.5637341 198.7989143 272.9949494 255.6607061
5 29.23306873 26.38609363 25.98467793 27.11014755 27.29631911 31.36056618
6 32.85549472 22.34689165 25.09439736 19.9398955 24.12458772 30.1511453
7 126.2418959 141.0572409 121.9341449 118.0396603 122.1730496 142.104678
8 73.82162278 29.60300716 67.15302263 25.35915128 85.32720539 29.63646719
9 2.790095248 1.2085111 2.81247316 1.668592865 8.461379093 1.429201795
10 1.247244191 0.573543703 1.066887796 0.538628635 4.886650487 1.164426326
