1 35.22328948 22.39200829 30.70285694 21.12422731 28.77797252 20.87663831
2 53.28227886 44.71116562 44.86340633 44.3674617 38.81196574 50.30410382
3 6.043411663 4.8056378 4.998107185 4.648848684 6.077572853 4.986922592
4 241.9231621 386.3865005 236.3024627 380.6710705 264.4197877 426.3026693
5 26.82113167 29.30319438 25.23561466 30.96203991 27.23999632 26.82943848
6 29.47827571 24.82400386 25.51142341 21.73756677 26.63594364 25.4604988
7 126.9157759 129.8887626 122.4360636 122.2879284 120.0860471 129.1021157
8 119.8473668 119.9288708 114.1164883 116.7297615 98.46322423 114.3392369
9 5.767473015 4.1309816 6.131695261 3.321334 6.29511912 3.6867658
10 1.271795781 0.6952901734 1.516141699 0.6845852256 2.031685158 0.7756152596
