104.669675863,298.941687421,73.859972579,3063.899697002,143.540457283,234.342018393,116.697482355,209.355155466,117.780766716
108.105082188,289.801633661,75.565198189,2905.148819484,142.533064028,249.659103202,115.223015101,196.710214906,146.48328149
100.512084556,282.570646885,75.428018454,2703.271362777,138.756683533,230.692911304,116.163487277,177.712190974,143.950031064
100.035429317,302.635065585,73.257179719,2809.10235554,146.166175907,218.961316047,119.953769578,171.831478116,144.47786521
96.517759721,293.435030424,73.8610863,2752.329133491,138.287693156,247.945580246,123.652563351,182.961544577,127.964860613

new
110.963714347,298.093736357,77.155417006,2577.527832952,143.387131703,239.804804491,117.243013335,196.112538195,113.794800426
106.596783002,289.581100252,78.816987969,2671.700892489,147.871776369,235.071435002,111.760841346,200.801995059,127.303403641
94.446255424,291.623589712,77.584728415,2683.650374115,149.72941159,244.496984317,119.599247058,196.265566942,129.073285327
94.960747656,311.126401067,80.367494828,2522.824952511,139.981292606,281.622315442,110.082490374,182.516355028,123.882781167
111.482986894,291.409827649,77.227587321,2571.830963728,145.857298958,223.0589591,128.602601056,179.756644323,122.687187514
