94.595156195,259.915762936,33.300991036,3155.378676947,144.374677732,154.130062097,94.052360861,126.072289805,70.783957146
103.227386087,225.195915229,31.2170558,3358.613551853,112.066104356,151.314512468,89.66195198,119.956329858,69.522066926
84.191694739,211.377251981,33.242973571,3154.072125193,93.450317481,153.573639876,95.172753996,118.561961952,72.186526145
85.277094344,222.123830577,33.508868411,3232.712492055,114.627682425,159.437390597,90.476755364,117.205025105,69.704040161
86.195818175,213.963452214,34.221525382,2966.619461857,160.1410444,153.325564314,114.38546432,161.483263374,70.781720244

new
95.282020185,247.349567243,36.618896174,2858.518102486,152.668521152,159.891770866,90.806611203,126.315779769,73.871257462
95.980622799,229.803149899,38.395786526,2666.683127,144.369242228,158.896023474,116.543898796,126.489379515,74.020568133
96.428704279,226.511981925,36.718876115,2647.548530775,92.298942261,153.445635433,88.457062032,119.701692131,69.71758407
93.621903723,252.313243201,32.718260855,2668.373618593,94.420946841,155.312483393,99.015494347,123.527919195,73.114092525
93.411315017,213.184067841,34.670621423,2514.967906855,107.631327018,148.794455706,115.857971793,154.284125758,72.592819819
