71.613000243,169.499700767,10.668641613,2284.491006682,75.192589807,65.480134788,101.735693056,44.82481894,14.831037353
54.901232856,164.776411523,7.240928095,2346.619962019,73.709050007,70.359110396,88.162388033,45.865872618,15.773650867
75.195198187,165.425568044,6.307385713,2516.65127439,76.016577159,70.621353261,122.077412808,49.109610356,14.596529943
67.181955603,154.947239654,7.278534665,2593.519887904,72.436578644,66.443222434,98.767893269,45.824587197,14.326457834
56.081897214,163.05884412,9.576310418,2374.214105589,72.652511062,64.864879066,99.98424968,46.587065031,15.155240648

new
32.770429067,163.937618636,9.961664882,2330.932388744,75.462221063,72.123279145,95.790584077,52.460703293,18.17741315
29.904692546,181.993677243,10.193319612,2460.790702048,74.539828569,75.324309223,97.071299784,52.388207708,18.124504677
31.907442732,164.691663287,9.604903216,2558.900489995,74.096836913,75.032510344,86.755047954,46.159598826,19.598793951
47.176935179,158.059336379,11.568558025,2424.905180398,76.70118091,72.999053491,92.977862453,51.936257847,20.095151235
47.48988298,166.345122991,10.262417325,2225.58778357,82.468421032,71.868593294,91.841014667,51.768246448,17.677628129
